Tweets	partition	Topics
warning sign major airport including new york city area	train	0
resident medical provider question mers cov call il state hotline h	train	0
gupta disease origin mystery dr sanjay gupta answer mers cdc confir r	train	0
got question got answer	train	0
saudi doc tell hicprevention recent widespread availability rapid test result stopping	train	0
expert raise question newly revealed case via	train	0
sign going nationwide know blog	train	0
many people explain difference mers mr mers company infection amp disease respectively without googling	train	0
deadly middle east respiratory syndrome known mers found united state disease	train	0
actually look mers indie band deadly disease	train	0
scientist question saudi openness deadly mers virus outbreak london june reuters	train	0
majority infected healthcare worker presented minor symptom rcnt case april	train	0
saudi arabia find another mers case disease spread please pray middle east	train	0
know version mers perhaps milder disease perhaps ancestor	train	0
saudi question mecca preparedness mers spread mers virus spread saudi question mecca p	train	0
may deadly mers disease found	train	0
video evidence transmission camel huma	train	0
third case mers confirmed center disease control prev	train	0
question deadly middle eastern virus showed indiana via	train	0
golf news scientist find mers virus antibody may lead treatment american chinese scientist	train	0
first case deadly middle eastern virus found center disease contro	train	0
saudi question mecca preparedness mers spread mers virus spread saudi question mecca preparedness	train	0
scientist question saudi openness deadly mers virus outbreak	train	0
even new data accurate question asked researcher via	train	0
viral disease mers spread southeast asia	train	0
middle east respiratory syndrome mers spread saudi arabia europe cure vaccine far	train	0
que tal question deadly middle eastern virus showed indiana gt	train	0
corona virus disease scary	train	0
today health news diagnosis celiac disease fold previous year nd case mers	train	0
saudi arabia report mers death call country step prevention may disease	train	0
st case mers potentially deadly disease middle east developed disease called	train	0
mers case spread disease contact first onward spread north america link	train	0
official u patient first symptom preceded travel	train	0
cdc trying track nearly people may exposed deadly mers disease	train	0
virus cured using herbal treatment say cleric al arabiya	train	0
saudi arabia find another mers case disease spread	train	0
reason immigration law required physicals amp quarantine stop spread disease dummy brings mers u	train	0
iskan voice saudi arabia find another mers case disease spread	train	0
cdc confirmed case florida symptom information htt	train	0
expert infectious disease md fox need know mers virus	train	0
deadly mers disease found	train	0
happy healthy life tip prevent transmission mers virus	train	0
saudi arabia find another mers case disease spread riyadh reuters saudi arabia identified	train	0
american infected mers spread disease cdc say	train	0
bold map weak infectious disease nd u case deadly mers	train	0
mers cov information amp prevention tip via department health philippine	train	0
u report third case mers virus illinois resident contracted disease coming co timesofisrael	train	0
asking right question spending time patient community hospital doctor say dia	train	0
saudi arabia find another mers case disease spread riyadh reuters saudi arabia	train	0
patient respiratory symptom travel history test negative mers cov	train	0
editorial consequence secrecy spread disease wrt mers via	train	0
saudi arabia find another mers case disease spread	train	0
question deadly middle eastern virus showed indiana deadly middle	train	0
new disease emerging faster understanding never control virus	train	0
mers airbourne disease	train	0
first case mers disease ever u city historical went last week	train	0
nnvc nanoviricides report novel drug candidate treatment mers middle east respiratory syndrome corona virus ready	train	0
instagram doctor toronto made photosharing app help doctor learn symptom	train	0
null deadly respiratory disease mers hit u first time	train	0
one many emerging zoonotic infectious disease	train	0
question deadly middle eastern virus showed indiana deadly middle east virus h	train	0
florida show symptom deadly middle eastern virus	train	0
florida show symptom deadly middle eastern virus	train	0
disease mers virus spread u via britain	train	0
expert raise question newly revealed case	train	0
first case raising concern question via	train	0
fun new disease called mers orlando oh well getting ready tech show	train	0
saudi arabia find another mers case disease spread	train	0
reminds u new disease emerge amp evolve another reason let guard communicable blood obligate human parasite	train	0
case mers health care worker exposed mers patient flu like symptom	train	0
camel snot blamed transmission deadly mers virus	train	0
clear need improve healthcare worker knowledge attitude apply infection prevention amp contro	train	0
national center immunization respiratory disease general public risk disease low	train	0
tough question fukuda decision declare public health emergency politically driven	train	0
news tsa warns traveler deadly mers virus disease recently sho	train	0
middle east respiratory syndrome coronavirus mers cov update disease outbreak news june	train	0
difference btwn direct h h transmission via hospital setting eg virus sur	train	0
use social medium disease surveillance blog	train	0
scary disease update patient orlando discharged hospital worker test negative make mers fer	train	0
vaccine treatment mers cov fight break chain transmissio	train	0
seems related malpractice fake infectious disease explain case	train	0
arabian peninsula symptom best call health care provider let know arra	train	0
good news sign yet spread first u patient soon say local sp	train	0
second confirmed case mers u center disease control prevention	train	0
newest mers case infected indiana patient cdc say center disease control preventio	train	0
official u mers patient first symptom preceded travel cidrap	train	0
healthcare worker florida show symptom deadly mers virus exposure patient via	train	0
u confirms first case	train	0
mers florida show symptom deadly middle eastern virus	train	0
advanced molecular detection monitor emerging disease nd case imported	train	0
question deadly middle eastern virus showed indiana jason	train	0
antibody deadly emerging disease mers identified zee news australian financial reviewantibodi	train	0
happens muslim drink camel piss mers middle eastern moselem camel disease new geelong bio secure lab	train	0
saudi question mecca preparedness mers spread mers virus spread saudi question mecca p	train	0
n j health official lookout rare disease	train	0
cdc race track people exposed mers team center disease control working around th	train	0
guess leave border open get mers disease maybe human suitcase	train	0
viral disease mers spread southeast asia	train	0
none ironic see disease name one worst idea mortgage banking since payday loan	train	0
expert see sign spreading usa say agency learned mistake made	train	0
florida health worker showing symptom exposure mers patient	train	0
infographic sign symptom prevention method need know	train	0
new tracking number disease	train	0
saudi arabia find another mers case disease spread reuters uk strait timessaudi arabia find anot	train	0
arabia part become breeding ground	train	0
question deadly middle eastern virus showed indiana deadly middle east virus	train	0
middle east respiratory syndrome like symptom tested immediately due dynamic	train	0
saudi question mecca preparedness mers spread mers virus spread saudi question mec	train	0
dog brindle new disease mers crossed american border entered canada	train	0
issa news second mers cov case reported u center disease control prevention cdc con	train	0
huft gak habis habis saudi arabia find another mers case disease spread	train	0
cure mers virus spread scientist start repurposing drug stop disease	train	0
first case deadly middle eastern virus found center disease control confirmed	train	0
video key question ask suspect	train	0
mers virus tracked global map live mortality rate far treatment cure yet	train	0
two new potential u mers case nice guy symptom contact get treated	train	0
third case mers confirmed center disease control	train	0
dangerous spreading answer great question	train	0
two orlando health care worker treated year old man flu like symptom	train	0
th disease prevention control office monitoring coronavirus	train	0
scary disease come like come animal explains	train	0
always question reached u sars redux	train	0
second case mers virus found florida cdc say center disease control belief	train	0
two orlando health worker showing symptom exposured patient	train	0
saudi mobilizes infectious disease specialist curb mers cov spread read	train	0
evidence camel human transmission coronavirus	train	0
middle east respiratory syndrome mers symptom coronavirus spread	train	0
major airport around u warn traveler mers amp disease spread immigrant ht	train	0
camel snot blamed transmission deadly mers virus	train	0
florida mers virus symptom confirmed united state people may affected via	train	0
frequently asked question middle east respiratory syndrome coronavirus merscov may	train	0
saudi arabia find another mers case disease spread told upcoming epidemic china	train	0
news sign spread mers patient recovers	train	0
near miss u first mers cov infection hi mortality easy transmission bad day	train	0
question sequence data virus clear answer cdc imagine sequencing	train	0
pt warns country bolster fight virus although say evidence sustained human human transmission	train	0
link camel snot blamed transmission deadly mers virus bloomberg charles ponzis house	train	0
update posting sign airport	train	0
denver airport sign warn traveler mers virus	train	0
cdc announces first case deadly mers disease u apparently come camel middle east yes seriou	train	0
mers search disease detective beat bush virus disease detective going pain	train	0
emergency mgmt st mers virus case concern infectious disease expert	train	0
lowkey mers disease scattering worst hiv	train	0
antibody deadly emerging disease mers discovered	train	0
mt confirmed mers case official saudi press agency say still receiving treatment	train	0
confirms nd netherlands case mild symptom seek care detected thru contact tracing st case h	train	0
first case deadly middle eastern virus found center disease	train	0
thanks guideline guideline preventing transmission hospital updated right	train	0
tune gt st transmission virus u happen mean morning	train	0
scientist question saudi openness deadly mers virus outbreak via	train	0
middle east respiratory syndrome coronavirus spotted indiana reading disease earlier week bueno die	train	0
two yr amp case epidemic many question remain time change approach via	train	0
antibody deadly emerging disease mers identified business standard ctv newsantibodies dea	train	0
greatest challenge western scientist much disease cultural awareness amp co	train	0
afd blog update transmission risk animal human	train	0
mers come camel going call camel disease	train	0
official confirm second case	train	0
search treatment expert declare progress	train	0
careful around friend go back indian mom mers middle eastern respiratory syndrome disease camel	train	0
first case mers virus reported	train	0
denver airport sign warn traveler mers virus alert	train	0
two hospital worker showing sign deadly mers virus florida	train	0
proof concept comment welcome social medium surveillance case	train	0
prevention tip cover nose mouth tissue cough sneeze dispose bin	train	0
fla mers patient hospital first transmission reported orlando fla patient dia	train	0
patient improving discharged soon little chance disease spreading u	train	0
question deadly middle eastern virus showed indiana deadl	train	0
question deadly middle eastern virus showed indiana via careful relax	train	0
saudi arabia find another mers case disease spread saudi arabia identified new case middl	train	0
official u patient first symptom preceded travel	train	0
saudi arabia find another mers case disease spread	train	0
detail second case united state found traveler	train	0
saudi arabia find another mers case disease spread riyadh reuters saudi arabia said	train	0
scientist question saudi openness deadly mers virus outbreak	train	0
sustained transmission novel jeddah sub clade phylogenetic tree	train	0
updated interactive map usa purple imported secondary transmission link	train	0
mers common camel bat correlation human disease egypt percent seropositive camel human case	train	0
medium expert talk st reported case u	train	0
mers search disease detective beat bush virus	train	0
saudi arabia report another mers case disease spread riyadh saudi arabia said	train	0
question whether global public emergency whether world stand saudi	train	0
hold emergency meeting deadly saudi mers virus london reuters health infectious disease expert met world hea	train	0
ntrr work eliminate spread disease nd case mers reported	train	0
mers new respiratory disease starting appear read prevention	train	0
health official report first apparent case person person transmission virus u	train	0
blaming camel people going associate joe camel respiratory disease mers	train	0
new finding transmission u detected serology case initially testing negative	train	0
middle east respiratory syndrome never heard scarier name disease entire life	train	0
fact hospital transmission still contained	train	0
saudi announce new mers death new fatality bring total death since disease appeared	train	0
question deadly middle eastern virus showed indiana deadly middle east virus	train	0
heading news conference question health leader ab middle east respiratory syndrome	train	0
aac repurposing clinically developed drug treatment coronavirus infection	train	0
mers mystery disease detective search infected traveler	train	0
afd blog asymptomatic transmission scenario	train	0
patient florida confirmed nd imported case mers center disease control prevention say	train	0
cdc report st u mers human human transmission	train	0
saudi arabia epicenter mers mers viral disease amp vaccine cure yet	train	0
visited saudi arabia found failure follow basic prevention amp control procedure blame spread deadly mers virus	train	0
standard contact amp airborne infection prevention precaution recommeded	train	0
scientist question openness deadly	train	0
appears jumped human human	train	0
health worker symptom patient contact	train	0
florida show symptom deadly middle eastern virus	train	0
comm hospital doc virus flu like symptom fever cough shortness breath patient diarrhea rare	train	0
nawa amazes way disease termed particular region middle east respiratory syndrome ga oo	train	0
mt blood test assist disease investigation used diagnosis info	train	0
news sign h n flu mers coronavirus identified cambodia health offici	train	0
currently available vaccine specific treatment recommended	train	0
worried way boost body immune system fight disease	train	0
respect report people note inconclusive whether human human transmission possible	train	0
official mers disease	train	0
official u mers patient first symptom preceded travel cidrap	train	0
fl hospital worker helped treat man nd case developed symptom	train	0
cdc frequently asked question	train	0
first case mers cov reported indiana center disease control prevention say wat	train	0
employee florida hospital monitored symptom	train	0
question deadly middle eastern virus showed indiana mashable	train	0
saudi arabia announced four death mers coronavirus new infection battle contain mystery disease	train	0
got question join u tomorrow	train	0
florida health worker symptom mers patient contact	train	0
cdc race track people exposed mers team center disease control working around clo	train	0
new guideline mers virus prevention uae	train	0
two people florida show symptom deadly mers virus	train	0
deadly mers cov virus threatens globally latest pandemic scare natural treatment protect	train	0
joke tell avoid disease spreading u worth kno	train	0
mers uptick confounds worry infectious disease expert since middle east respiratory syndrome coronavirus	train	0
cdc mers patient spread disease household health worker	train	0
preventing mers virus must know transmission prevention	train	0
changing way one interacts camel hit scientist search cause treatment	train	0
news gupta disease origin mystery dr sanjay gupta answer mers lt baca selengkapnya	train	0
step toward developing treatment newly emerging virus	train	0
middle east respiratory syndrome mers symptom seen two florida health worker contact infected patient another pe	train	0
prevention bit stretch onehealth vector known good step via	train	0
contact man hospitalized indiana first case mers also tested positive disease	train	0
keep eye anyone symptom	train	0
mers mystery disease detective search infected traveler disease detective going	train	0
oh two orlando health worker showing symptom exposed patient	train	0
alarming gt disease three time deadly sars reached united state via	train	0
provider develop flu like symptom exposed mers patient florida	train	0
april patient flew saudi arabia london chicago took bus indiana april developed resp symptom	train	0
gupta disease origin mystery dr sanjay gupta answer mers cdc	train	0
deadly respiratory disease mers spread iran	train	0
question deadly middle eastern virus showed indiana	train	0
mers patient symptom released indiana hospital chicago sun time	train	0
disturbing sign deadly disease mers may spreading fl part country latest ahead	train	0
sign h n flu mers coronavirus identified cambodia health official	train	0
evidence sustained human human middle east respiratory syndrome transmission community ihr emergency committee	train	0
scientist question saudi openness deadly mers virus outbreak kate kelland london june reut	train	0
method prevention coronavirus use tissue coughing sneezing cover mouth nose get rid	train	0
clear transmission link btwn camel human mers egyptian camel seropositive human case yet hmm	train	0
turn trained disease drill last year ironic	train	0
muslim tradition drinking camel urine spread mers disease globally walid shoebat	train	0
orlando mers virus case spark question video	train	0
middle eastern virus spreading due lack infection prevention	train	0
wondering mers virus answer common question toronto rapidly climbing patient	train	0
maurizio barbeschi talk mass event like hajj amp potential disease outbreak	train	0
cdc announces first case middle east respiratory syndrome coronavirus infection mers united state	train	0
another mers case identified saudi arabia disease spread	train	0
middle eastern virus spreading due lack infection prevention istockphoto thinkstock scrub outb	train	0
pls share faq need know including	train	0
new evidence strengthens case camel human transmission	train	0
mers symptom increasing severity probably shd cancel plan yardwork amp rest try keep patient	train	0
specific treatment recommended illness caused mers cov medical care supportive help relieve symptom	train	0
wondering mers virus warning sign tsa area yet look like	train	0
watch canadian doctor monitored symptom deadly mers virus	train	0
mers mystery disease detective search infected traveler disease detective going throug	train	0
first case deadly middle eastern virus found center disease control confir	train	0
middle east respiratory syndrome mers symptom coronavirus spread saudi arabia europe cure	train	0
gupta disease origin mystery dr sanjay gupta answer mers cd	train	0
evidence camel human transmission mers coronavirus nejm	train	0
question deadly middle eastern virus showed indiana deadly middle east	train	0
f case latest ksa report tested neg twice onset respiratory symptom finally tested po day aft	train	0
center disease control prevention using sars playbook combat mers	train	0
mers case revealed saudi arabia raise question world health organization expert looki	train	0
saudi arabia find another mers case disease spread	train	0
urgent investigation required better understand transmission pattern middle east respiratory syndrome virus	train	0
hear deadly disease mers going florida packing bag fast	train	0
saudi arabia find another mers case disease spread	train	0
jump camel human w help dna editing curing disease causing	train	0
mers arrived u demonstrating disease know border	train	0
first case mers virus u news bubblews	train	0
center disease control prevention cdc confirms mers u	train	0
big event spread disease	train	0
saudi arabia find another case disease spread	train	0
rd mr confirm	train	0
question deadly middle eastern virus showed indiana	train	0
mers cov symptom amp prevention	train	0
symptom include fever cough shortness breath	train	0
get buzzfeed treatment deadly virus spreading around saudi arabia might go global	train	0
full text study published evidence camel human transmission mers coronavirus	train	0
disease spread week epidemic research take year must change	train	0
corona virus treatment prevention	train	0
st confirmed case u reminds u plane away disease hoping best patient hcws	train	0
human transmission believed sporadic rarely sustained important difference	train	0
mt well good news infectious disease front mers watch saudi missed case death	train	0
florida health worker showing symptom exposure mers patient	train	0
first case mers cov reported indiana center disease control prevention say via	train	0
global scientist deeply concerned mers virus treatment vaccine	train	0
two people florida show symptom deadly mers virus world health organization held	train	0
question deadly middle eastern virus showed indiana	train	0
florida show symptom deadly middle eastern virus	train	0
apparently april travel riyadh took bus respiratory symptom apr via	train	0
mers surge many question answer cme ce medpage today explosion case middle east corona	train	0
forget medium hype get real answer question	train	0
transmission difficult fighting amp cultural socio economics related camel	train	0
rabies u every county calif surge disease intersecting right	train	0
two people florida show symptom deadly mers virus via	train	0
health ministry unveils strategy mers cov prevention vov ministry health moh	train	0
florida show symptom deadly middle eastern virus two healthcare worker	train	0
deadly mers cov virus threatens globally latest pandemic scare natural treatment protect	train	0
google mers symptom patient working riyad saudi arabia traveling plane bus back indiana	train	0
saudi arabia find another mers case disease spread via gma news	train	0
evidence camel human transmission patient died contact camel w rhinorrhea	train	0
six question answered canadian need know mers virus globe mail	train	0
florida show symptom deadly middle eastern virus two healthcare worker orlando	train	0
mers mystery disease detective search infected traveler	train	0
saudi arabia find another mers case disease spread	train	0
middle east respiratory syndrome mers spread saudi arabia europe cure vaccine	train	0
could ritual ablution practice help explain transmission hospital setting link http	train	0
guideline preventing transmission hospital updated follow precaution protect staff amp patient	train	0
cdc race track people exposed mers team center disease control working around clock	train	0
orlando mers virus case spark question	train	0
scientist question saudi openness deadly mers virus outbreak kate kelland london june reuters	train	0
scientist make ground understanding mers middle east respiratory syndrome disease sourcing camel	train	0
blog florida show symptom deadly middle eastern virus two healthcare worker orlando area ho	train	0
iran returning pilgrim cold symptom seek medical care	train	0
follow testing patient negative cov symptom considered fully recovered amp threat public	train	0
florida show symptom deadly middle eastern virus via	train	0
use social medium surveillance proof concept	train	0
florida show symptom deadly middle eastern virus two healthcare worker	train	0
two patient respiratory symptom travel history test negative mers cov	train	0
da fuck mers hearing bout disease	train	0
recent case upsurge explained breach recommended infection prevention control measure	train	0
muslim tradition drinking camel urine spread mers disease globally walid shoebat	train	0
find another middle east respiratory syndrome case disease spread	train	0
mers threat disease present	train	0
monterox saudi question mecca preparedness mers spread mers virus spread monterox	train	0
mysterious disease cdc confirms first case mers virus american sent via fox news android app	train	0
transmission coronavirus zoonotic based	train	0
gulfnews news u report third case potential mers virus one two showed symptom	train	0
florida show symptom deadly middle eastern virus via mashable	train	0
repurposing clinically developed drug treatment middle east respiratory coronavirus infection	train	0
health care worker exposed mers patient flu like symptom	train	0
brother dr ismael showing great progress within treatment hopefully coming hour bring u	train	0
deadly mers virus arrives cdc say deadly disease called middle east respiratory syndrome	train	0
han alert cdc transmission virus date confined close contact	train	0
uhh new disease called middle east respiratory syndrome scary	train	0
updated mers cov case definition infection prevention control guideline saudi moh may th	train	0
mers search disease detective beat bush virus	train	0
mysterious disease cdc confirms first case mers virus american video cdc announces first case	train	0
two hospital worker showing sign deadly mers virus florida	train	0
gupta disease origin mystery dr sanjay gupta answer mers cdc confirms	train	0
mers case illinois mean may center disease control held teleconference	train	0
mers warning sign going airport	train	0
florida show symptom deadly middle eastern virus via	train	0
confirmed lab evidence sustained transmission	train	0
two study may help quest treatment via http	train	0
first case mers cov reported indiana center disease control prevention say	train	0
question deadly middle eastern virus showed indiana deadly middle east virus killed p	train	0
egyptions first found aid treatment kabab fool w myah funny treamnet corona virus	train	0
deadly respiratory disease made way first time ever report ca	train	0
center disease control confirmed case deadly middle east respiratory syndrome known	train	0
question deadly middle eastern virus showed indiana	train	0
summit present solution contagious disease like	train	0
risk general public remains low cdc say transmission often seen healthcare worker caring infected patient	train	0
austin news post infectious disease specialist mers become pandemic	train	0
center disease control confirms first case deadly mers virus	train	0
mers occupational disease	train	0
arabia find another case disease spread via	train	0
saudi arabia find another mers cov case disease spread	train	0
mers mystery disease detective search infected traveler	train	0
time memory interim infection prevention control recommend	train	0
saudia arabia report death mers disease	train	0
official u patient first symptom preceded travel via	train	0
well good news hospital worker flu symptom test negative mers virus exposure infected patient	train	0
mers stand middle east respiratory syndrome cdc say new disease r plane ride away	train	0
spreading report florida health worker symptom exposure patient	train	0
knowing mers deadly people traveling affected country quarantined till prove free disease	train	0
clear saying best guess people tested po symptom	train	0
st u case seems infected business contact indiana first detected onward transmission u	train	0
imam tell congregation watch severe headache addition respiratory symptom	train	0
dna test indicates camel human transmission cc	train	0
question deadly middle eastern virus showed indiana	train	0
spread tentacle u front page saudi gazette	train	0
person contact indiana mers patient positive virus symptom alex cukanatlanta may upi illinois	train	0
mers deadly disease middle east surfaced united state according	train	0
american society announces treatment corona virus using microsafe technology may	train	0
uae measure control infectious disease top fnc agenda	train	0
greek riddle help u understand modern disease threat	train	0
hold emergency meeting mers health infectious disease expert met world	train	0
mistranslation disease fact discovered france billy ocean subsequently named	train	0
question flu like disease tweet health reporter answer gmt o tv	train	0
question deadly middle eastern virus showed indiana deadly middle east virus th	train	0
saudi arabia find another case disease spread via	train	0
new post mers patient symptom released indiana hospital	train	0
first case deadly middle eastern virus found center disease control confirmed c	train	0
deadly respiratory disease mers spread iran	train	0
worker orlando fla hospital exposed mers patient begun showing flu like symptom	train	0
question deadly middle eastern virus showed indiana	train	0
cdc announces second case mers virus u center disease control prevention cdc annou	train	0
swerdlow seen limited human human transmission throughout saga sustained easy	train	0
saudi arabia find another mers case disease spread riyadh reuters saudi ara	train	0
health official reported first apparent case person person transmission mers virus	train	0
plague infectious disease indiana reported first american case deadly sars like virus	train	0
add list question long prodrome may add time ability travel disseminate ne	train	0
federal health official say illinois man believed infected mers virus sign disease af	train	0
la co resident shared flight w mers patient show sign virus health official say	train	0
awful disease inflicting country worse cancer heart attack aid mrsa amp mers combined calle	train	0
mers symptom amp treatment	train	0
patient respiratory symptom travel history chp investigation	train	0
middle east respiratory syndrome deadly disease sha	train	0
middle east respiratory syndrome coronavirus mers cov update may national	train	0
question deadly middle eastern virus showed indiana	train	0
threatening disease say cdc disease likely spread across u	train	0
fla mers patient hospital first u transmission reported	train	0
measles upsurge worried part good infectious disease trend pertussis mumps mers	train	0
afd blog research note unanswered question	train	0
recent emergence underscore infectious disease serious global threat importance	train	0
afd blog voting eye	train	0
currently specific antiviral treatment based patient clinical condition	train	0
deadly disease called mers spreading quickly indiana someone went saudi arabia brought back wtf	train	0
deadly mers disease found via	train	0
breaking st case mers cov reported indiana center disease control amp prevention say	train	0
prevention best medicine mers virus via	train	0
congress report first case mers cov treatment	train	0
mers cov treatment ribavirin interferon promising macaque get mild disease	train	0
third case mers confirmed center disease control prevention conf	train	0
indiana contagious virus iu chemistry professor say still lot question	train	0
evidence camel human transmission mers coronavirus	train	0
deadly respiratory disease mers found indiana man disease come camel middle east interesting	train	0
symptom mers cov include congestion cough fever shortness breath pneumonia body ache diarrhea	train	0
florida show symptom middle east respiratory syndrome mers virus	train	0
scientist question saudi openness deadly outbreak via	train	0
may pm progress toward treatment surging mers virus via	train	0
cdc race track people exposed mers team center disease control w	train	0
sustained transmission ksa jordan link	train	0
mashable question deadly middle eastern virus showed indiana deadly middle east vir	train	0
another mers case identified saudi arabia disease spread	train	0
currently specific treatment recommended	train	0
symptom show u health worker via	train	0
saudia arabia report death mers disease israel news ynetnews	train	0
critical disease release usa mers started saudi patient confirmed usa	train	0
newsgrab mers virus spread across middle east mers new camel borne respiratory disease threatens pilgri	train	0
question deadly middle eastern virus showed indiana hiu	train	0
mers question may pm et	train	0
say date found people contact w traveler confirmed disease	train	0
alert cdc confirms deadly mers virus reached soil worse aid treatment cure period	train	0
u expert declare progress search middle east respiratory syndrome mers treatment death toll top	train	0
arabia find another mers case disease spread	train	0
