_unit_id	_golden	_unit_state	_trusted_judgments	_last_judgment_at	please_choose_a_category:confidence	created_at	id_str	rownames	please_choose_a_category	text		
1846692712	FALSE	finalized	3	08/03/2018 20:23	0.6664	Mon May 14 22:49:14 +0000 2018	",996160536487358464,"	79959	direct_eyewitness	" TheReformedCrow Nah, I'm gonna go with earthquake. "		
1846692769	FALSE	finalized	3	08/03/2018 20:46	1	Tue May 15 02:19:00 +0000 2018	",996213327398289408,"	99307	direct_eyewitness	I think we just had an earthquake		
1846692882	FALSE	finalized	3	08/03/2018 21:36	1	Tue May 15 02:19:12 +0000 2018	",996213376370950144,"	99629	direct_eyewitness	Uhh who else felt that earthquake tho		
1846694004	FALSE	finalized	3	08/03/2018 21:10	0.358	Tue May 15 02:20:41 +0000 2018	",996213749903077376,"	102406	direct_eyewitness	Bay area just had a nice size earthquake		
1846693321	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:19:43 +0000 2018	",996213508357279744,"	100701	direct_eyewitness	Thought my dad was farting...turns out it was an earthquake		
1846693228	FALSE	finalized	3	08/03/2018 20:38	1	Tue May 15 02:19:37 +0000 2018	",996213480922300416,"	100498	direct_eyewitness	earthquake!?		
1846692585	FALSE	finalized	3	08/03/2018 21:01	1	Tue May 15 02:19:11 +0000 2018	",996213374546464769,"	99619	direct_eyewitness	BITCH..... was that an earthquake!?		
1846693541	FALSE	finalized	3	08/03/2018 21:08	1	Tue May 15 02:20:00 +0000 2018	",996213576472776705,"	101220	direct_eyewitness	"Holy shit, just felt an earthquake in the California Bay Area.  That Warriors vs Rockets game is INTENSE!"		
1846693011	FALSE	finalized	3	08/03/2018 20:52	1	Tue May 15 02:19:21 +0000 2018	",996213415629570048,"	99970	direct_eyewitness	i believe a small earthquake just happened 		
1846693796	FALSE	finalized	3	08/03/2018 20:46	1	Tue May 15 02:20:17 +0000 2018	",996213649327833088,"	101747	direct_eyewitness	it was jus a fxckin earthquake 		
1846693790	FALSE	finalized	3	08/03/2018 19:36	0.6562	Tue May 15 02:20:16 +0000 2018	",996213646962327553,"	101730	direct_eyewitness	Listening to a live podcast recording and there was an earthquake. Quickest way to news is to listen to live podcasts.		
1846693497	FALSE	finalized	3	08/03/2018 20:27	0.6684	Tue May 15 02:19:55 +0000 2018	",996213557430599680,"	101100	direct_eyewitness	The last thing I would be wearing if that earthquake was massive was a fckn poncho		
1846692526	FALSE	finalized	3	08/03/2018 20:17	1	Tue May 15 02:24:26 +0000 2018	",996214693973835778,"	106838	direct_eyewitness	first earthquake ive ever felt		
1846693888	FALSE	finalized	3	08/03/2018 20:33	1	Tue May 15 02:20:23 +0000 2018	",996213675626135557,"	101943	direct_eyewitness	So it  s just gone be a earthquake .. like right now .. ground just gon shake		
1846692407	FALSE	finalized	3	08/03/2018 15:02	0.6667	Mon May 14 07:26:30 +0000 2018	",995928323833368576,"	5954	direct_eyewitness	in before  њearthquake? ќ tweets		
1846693378	FALSE	finalized	3	08/03/2018 20:36	1	Tue May 15 02:19:47 +0000 2018	",996213525499428864,"	100834	direct_eyewitness	Am I trippin or was that an earthquake 		
1846693798	FALSE	finalized	3	08/03/2018 20:52	1	Tue May 15 02:20:17 +0000 2018	",996213649076207616,"	101752	direct_eyewitness	Yep!  That was an #earthquake. https://t.co/3A5FERfNG5		
1846694299	FALSE	finalized	3	08/03/2018 20:50	0.684	Tue May 15 03:38:45 +0000 2018	",996233398317404160,"	125997	direct_eyewitness	"The only time we ever had an earthquake, at 6 am on a Saturday, I was the only person awake for it and Twitter didn https://t.co/pr2crKTrWn"		
1846692900	FALSE	finalized	3	08/03/2018 21:14	1	Tue May 15 02:19:13 +0000 2018	",996213383060848640,"	99684	direct_eyewitness	Lol earthquake		
1846693799	FALSE	finalized	3	08/03/2018 20:14	1	Tue May 15 02:20:17 +0000 2018	",996213649998950400,"	101753	direct_eyewitness	was that an earthquake ? #Bayarea #earthquake		
1846693858	FALSE	finalized	3	08/03/2018 21:14	0.6496	Tue May 15 02:20:21 +0000 2018	",996213667090726912,"	101877	direct_eyewitness	thank u twitter for letting me know Im not losing my mind and that was in fact an earthquake		
1846692573	FALSE	finalized	3	08/03/2018 20:32	0.6721	Mon May 14 19:23:29 +0000 2018	",996108756558761984,"	62324	direct_eyewitness	 PolhomeEditor  duncanm Buildings first earthquake.		
1846693109	FALSE	finalized	3	08/03/2018 20:12	1	Tue May 15 02:19:28 +0000 2018	",996213444947861505,"	100206	direct_eyewitness	Good little #earthquake just now in #SanFrancisco		
1846693625	FALSE	finalized	3	08/03/2018 21:14	0.6704	Tue May 15 02:20:06 +0000 2018	",996213602129342464,"	101397	direct_eyewitness	I think there was just an earthquake in SF..		
1846693723	FALSE	finalized	3	08/03/2018 20:26	1	Tue May 15 02:20:12 +0000 2018	",996213628834480128,"	101602	direct_eyewitness	Wtf was there an earthquake or I  m trippen		
1846693952	FALSE	finalized	3	08/03/2018 21:45	1	Tue May 15 02:20:29 +0000 2018	",996213698967621632,"	102090	direct_eyewitness	"hi friends, was that an earthquake"		
1846693831	FALSE	finalized	3	08/03/2018 20:07	1	Tue May 15 02:20:19 +0000 2018	",996213658446282752,"	101817	direct_eyewitness	i swear there was just a mini earthquake		
1846694289	FALSE	finalized	3	08/03/2018 21:05	1	Tue May 15 03:38:18 +0000 2018	",996233284110639104,"	125943	direct_eyewitness	 HiredbyAshley  HoustonRockets Did you feel da earthquake		
1846694117	FALSE	finalized	3	08/03/2018 21:02	1	Tue May 15 02:20:51 +0000 2018	",996213790520827904,"	102691	direct_eyewitness	I just felt the jolt!  Did you feel the #earthquake?  #SanFrancisco #BayArea https://t.co/8C44UZoH0L		
1846693647	FALSE	finalized	3	08/03/2018 20:27	1	Tue May 15 02:20:07 +0000 2018	",996213608072675328,"	101440	direct_eyewitness	Hmmm....either someone is moving the building or there was just an earthquake.		
1846693411	FALSE	finalized	3	08/03/2018 20:18	1	Tue May 15 02:19:50 +0000 2018	",996213537864204288,"	100927	direct_eyewitness	That earthquake just scared the heck out of me!!!		
1846693241	FALSE	finalized	3	08/03/2018 21:35	0.3514	Tue May 15 02:19:38 +0000 2018	",996213485120897024,"	100535	direct_eyewitness	*checks Twitter to see if it was an actual earthquake*		
1846693586	FALSE	finalized	3	08/03/2018 20:46	1	Tue May 15 02:20:03 +0000 2018	",996213589869395969,"	101318	direct_eyewitness	Was that a fucking earthquake or am I tweaking		
1846692403	FALSE	finalized	4	08/03/2018 15:43	1	Mon May 14 07:26:26 +0000 2018	",995928306766655488,"	5946	direct_eyewitness	either that was an earthquake or my house is possessed ..		
1846693231	FALSE	finalized	3	08/03/2018 20:00	1	Tue May 15 02:19:37 +0000 2018	",996213481660542977,"	100508	direct_eyewitness	"Oooh, little #earthquake in SF 7:18 pm"		
1846693987	FALSE	finalized	3	08/03/2018 21:02	0.6608	Tue May 15 02:20:40 +0000 2018	",996213744316309505,"	102373	direct_eyewitness	That quake was rude I want a full ass earthquake		
1846694106	FALSE	finalized	3	08/03/2018 21:07	1	Tue May 15 02:20:50 +0000 2018	",996213789522411520,"	102677	direct_eyewitness	was i the only one who just felt the earthquake		
1846693877	FALSE	finalized	3	08/03/2018 19:46	1	Tue May 15 02:20:22 +0000 2018	",996213672220356608,"	101910	direct_eyewitness	#earthquake just a small one		
1846692431	FALSE	finalized	4	08/03/2018 14:50	1	Mon May 14 07:28:55 +0000 2018	",995928932124938240,"	6109	direct_eyewitness	That earthquake was peaceful as fuck  Oklahoma's NEVER gonna sink with that kind of pussy magnitude		
1846693728	FALSE	finalized	3	08/03/2018 20:22	1	Tue May 15 02:20:12 +0000 2018	",996213629476208640,"	101611	direct_eyewitness	Wow nice earthquake! I love #California #Alameda #Earthquake #IGetUsedToIt		
1846693447	FALSE	finalized	3	08/03/2018 20:55	1	Tue May 15 02:19:52 +0000 2018	",996213544625438720,"	100999	direct_eyewitness	3 days back in the Bay and there  s already an earthquake.		
1846693938	FALSE	finalized	3	08/03/2018 19:34	1	Tue May 15 02:20:28 +0000 2018	",996213695427428352,"	102063	direct_eyewitness	Short sharp earthquake just now... oakland		
1846692674	FALSE	finalized	3	08/03/2018 21:02	1	Tue May 15 02:20:22 +0000 2018	",996213670601359360,"	101901	direct_eyewitness	Wow that was a weird earthquake		
1846694148	FALSE	finalized	3	08/03/2018 20:52	0.6529	Tue May 15 02:20:53 +0000 2018	",996213799483985920,"	102739	direct_eyewitness	"tribelaw ...recently posted something about that earlier. Whoa, small earthquake here. Was one earlier too. Sorry  https://t.co/m3bhjbCLnf"		
1846693074	FALSE	finalized	3	08/03/2018 20:12	1	Tue May 15 02:19:25 +0000 2018	",996213432767496192,"	100115	direct_eyewitness	Anyone just feel that small earthquake in Japantown/Pac Heights?		
1846693661	FALSE	finalized	3	08/03/2018 20:07	1	Tue May 15 02:20:08 +0000 2018	",996213611503603712,"	101474	direct_eyewitness	ok so I didn't just hallucinate that earthquake / think a truck hit my building https://t.co/TT0wwhCbjR		
1846693482	FALSE	finalized	3	08/03/2018 20:52	1	Tue May 15 02:19:54 +0000 2018	",996213555245428736,"	101076	direct_eyewitness	#earthquake #sf  Felt like maybe a 3.5?		
1846692780	FALSE	finalized	3	08/03/2018 19:59	0.6591	Tue May 15 02:19:01 +0000 2018	",996213332309782528,"	99333	direct_eyewitness	Oouuu earthquake		
1846692868	FALSE	finalized	3	08/03/2018 19:49	1	Tue May 15 02:19:10 +0000 2018	",996213370238849024,"	99582	direct_eyewitness	Scary earthquake!		
1846693660	FALSE	finalized	3	08/03/2018 20:11	1	Tue May 15 02:20:08 +0000 2018	",996213611423973376,"	101472	direct_eyewitness	Minor earthquake felt in the East Bay - stronger elsewhere?		
1846693433	FALSE	finalized	3	08/03/2018 20:29	1	Tue May 15 02:19:51 +0000 2018	",996213541601333249,"	100971	direct_eyewitness	Mini earthquake!		
1846693427	FALSE	finalized	3	08/03/2018 20:53	1	Tue May 15 02:19:51 +0000 2018	",996213540208824320,"	100959	direct_eyewitness	earthquake wheee		
1846693552	FALSE	finalized	3	08/03/2018 20:34	1	Tue May 15 02:20:01 +0000 2018	",996213580784517120,"	101254	direct_eyewitness	Was there just an earthquake in San Francisco or was only my apartment shaking?	1	
1846693246	FALSE	finalized	3	08/03/2018 20:27	1	Tue May 15 02:19:38 +0000 2018	",996213485745795072,"	100543	direct_eyewitness	That little weak ass earthquake 		
1846693663	FALSE	finalized	3	08/03/2018 21:12	1	Tue May 15 02:20:08 +0000 2018	",996213611902091264,"	101476	direct_eyewitness	That earthquake felt terrible 		
1846692722	FALSE	finalized	3	08/03/2018 21:13	1	Tue May 15 02:20:49 +0000 2018	",996213785466580992,"	102652	direct_eyewitness	Y  all experienced that earthquake too?		
1846693271	FALSE	finalized	3	08/03/2018 20:57	1	Tue May 15 02:19:40 +0000 2018	",996213493002002432,"	100602	direct_eyewitness	OK who felt that earthquake tho		
1846692846	FALSE	finalized	3	08/03/2018 20:18	0.6471	Tue May 15 02:19:09 +0000 2018	",996213362772996096,"	99527	direct_eyewitness	It was like a double tap #earthquake in Berkeley		
1846693451	FALSE	finalized	3	08/03/2018 20:49	1	Tue May 15 02:19:52 +0000 2018	",996213545594273792,"	101006	direct_eyewitness	Did we just have an earthquake? #concord #earthquake		
1846692434	FALSE	finalized	8	08/03/2018 16:24	1	Mon May 14 07:33:18 +0000 2018	",995930036757725184,"	6325	direct_eyewitness	every time i feel an earthquake i check twitter to make sure that it was real lol		
1846692601	FALSE	finalized	3	08/03/2018 21:05	1	Tue May 15 02:19:18 +0000 2018	",996213401964572672,"	99847	direct_eyewitness	Was that an earthquake lmao		
1846693837	FALSE	finalized	3	08/03/2018 20:18	1	Tue May 15 02:20:20 +0000 2018	",996213660539211776,"	101834	direct_eyewitness	I knew an earthquake was coming sooner than later!!! &amp; BOOM dere it go		
1846693685	FALSE	finalized	3	08/03/2018 21:14	1	Tue May 15 02:20:09 +0000 2018	",996213616926851072,"	101516	direct_eyewitness	Did I just feel a small earthquake here in SF?	7	
1846692757	FALSE	finalized	3	08/03/2018 20:54	1	Tue May 15 02:18:57 +0000 2018	",996213313057902594,"	99242	direct_eyewitness	omg an earthquake happened		
1846693471	FALSE	finalized	3	08/03/2018 20:58	1	Tue May 15 02:19:54 +0000 2018	",996213551726379009,"	101053	direct_eyewitness	not to be THAT person but omg earthquake spooky		
1846694198	FALSE	finalized	3	08/03/2018 20:37	1	Tue May 15 02:20:58 +0000 2018	",996213820610654209,"	102857	direct_eyewitness	Another earthquake. Big jolt for one second.		
1846693788	FALSE	finalized	3	08/03/2018 20:58	0.6673	Tue May 15 02:20:16 +0000 2018	",996213646693838848,"	101726	direct_eyewitness	"There was just an earthquake, I  m already on edge from this game, you trying to kill me Mother Nature?"		
1846692937	FALSE	finalized	3	08/03/2018 20:35	0.6371	Tue May 15 02:19:16 +0000 2018	",996213395211763712,"	99788	direct_eyewitness	mf earthquake		
1846693452	FALSE	finalized	3	08/03/2018 21:02	1	Tue May 15 02:19:52 +0000 2018	",996213545976020994,"	101009	direct_eyewitness	I thought that the earthquake was my dog moving on my bed 		
1846694056	FALSE	finalized	3	08/03/2018 20:17	0.6549	Tue May 15 02:20:47 +0000 2018	",996213776054546432,"	102582	direct_eyewitness	every time there  s an earthquake I think it  s the big one 		
1846692934	FALSE	finalized	3	08/03/2018 21:10	1	Tue May 15 02:19:16 +0000 2018	",996213394121285633,"	99782	direct_eyewitness	Was that an earthquake?!		
1846694225	FALSE	finalized	3	08/03/2018 20:59	1	Tue May 15 02:21:00 +0000 2018	",996213829154492416,"	102911	direct_eyewitness	Oops. San Francisco earthquake. I felt something.		
1846693934	FALSE	finalized	3	08/03/2018 19:59	1	Tue May 15 02:20:28 +0000 2018	",996213693921738752,"	102053	direct_eyewitness	Just felt an earthquake - so of course I jumped on Twitter to see who else was reporting it.		
1846692652	FALSE	finalized	3	08/03/2018 21:05	1	Tue May 15 02:20:00 +0000 2018	",996213578779643904,"	101235	direct_eyewitness	Was that an earthquake		
1846692681	FALSE	finalized	3	08/03/2018 20:17	0.6471	Mon May 14 22:27:08 +0000 2018	",996154977331613701,"	78239	direct_eyewitness	goodtimenation Right? I feel it started when I was 8 doing school drills when until then I  d only done earthquake  https://t.co/8XJMaLQYk7		
1846693201	FALSE	finalized	3	08/03/2018 20:05	0.6815	Tue May 15 02:19:35 +0000 2018	",996213473880162304,"	100432	direct_eyewitness	"Wow, I just thought an earthquake into existence. My mind is so powerful, ugh"		
1846692745	FALSE	finalized	3	08/03/2018 21:20	1	Tue May 15 02:18:53 +0000 2018	",996213297954222081,"	99199	direct_eyewitness	earthquake		
1846692563	FALSE	finalized	3	08/03/2018 20:22	1	Mon May 14 18:54:49 +0000 2018	",996101543102504961,"	59476	direct_eyewitness	Feeling the effects of an earthquake. https://t.co/RzSaveEXVf		
1846692648	FALSE	finalized	3	08/03/2018 20:18	1	Mon May 14 21:58:15 +0000 2018	",996147706333720576,"	76010	direct_eyewitness	was that a earthquake???		
1846692893	FALSE	finalized	3	08/03/2018 21:17	1	Tue May 15 02:19:13 +0000 2018	",996213380972068864,"	99660	direct_eyewitness	oof that earthquake		
1846692660	FALSE	finalized	3	08/03/2018 20:49	1	Tue May 15 02:20:05 +0000 2018	",996213598585159680,"	101380	direct_eyewitness	earthquake?		
1846694303	FALSE	finalized	3	08/03/2018 21:12	1	Tue May 15 05:16:15 +0000 2018	",996257934630830080,"	136895	direct_eyewitness	there was an earthquake?		
1846693689	FALSE	finalized	3	08/03/2018 20:22	1	Tue May 15 02:20:10 +0000 2018	",996213618717876224,"	101528	direct_eyewitness	Little earthquake in SF? Definitely felt it in the Castro!		
1846694171	FALSE	finalized	3	08/03/2018 20:31	1	Tue May 15 02:20:55 +0000 2018	",996213809168769024,"	102798	direct_eyewitness	who felt tht earthquakei swear i thought my niece was up to something smfh		
1846692961	FALSE	finalized	3	08/03/2018 20:44	1	Tue May 15 02:19:18 +0000 2018	",996213400802754561,"	99839	direct_eyewitness	Bruh please tell me someone else felt that earthquake		
1846693261	FALSE	finalized	3	08/03/2018 20:39	1	Tue May 15 02:19:39 +0000 2018	",996213490313347073,"	100578	direct_eyewitness	another day another earthquake		
1846694093	FALSE	finalized	3	08/03/2018 19:38	1	Tue May 15 02:20:49 +0000 2018	",996213784682233856,"	102643	direct_eyewitness	Definitely wondered if it was my upstairs neighbors but it was an earthquake.		
1846692892	FALSE	finalized	3	08/03/2018 20:52	1	Tue May 15 02:19:13 +0000 2018	",996213380674285569,"	99658	direct_eyewitness	"Dang, earthquake."		
1846692465	FALSE	finalized	3	08/03/2018 20:52	0.3398	Mon May 14 10:32:36 +0000 2018	",995975159168290816,"	14698	direct_eyewitness	This is the 6th felt #earthquake in Czech Republic in the last 63 hours https://t.co/wPtMW5ND1t		
1846693371	FALSE	finalized	3	08/03/2018 21:19	1	Tue May 15 02:19:47 +0000 2018	",996213523649708032,"	100818	direct_eyewitness	Was it just a earthquake in the city ?		
1846693910	FALSE	finalized	3	08/03/2018 20:42	1	Tue May 15 02:20:26 +0000 2018	",996213686430715904,"	102008	direct_eyewitness	How dare this rude earthquake disturb my darling sleeping dog?????		
1846694077	FALSE	finalized	3	08/03/2018 20:56	1	Tue May 15 02:20:48 +0000 2018	",996213781523976192,"	102616	direct_eyewitness	I thought someone was tryna break into my house but no it was an earthquake		
1846693073	FALSE	finalized	3	08/03/2018 20:53	1	Tue May 15 02:19:25 +0000 2018	",996213432226463744,"	100114	direct_eyewitness	There was a mini earthquake		
1846693217	FALSE	finalized	3	08/03/2018 19:34	0.6452	Tue May 15 02:19:36 +0000 2018	",996213477730541570,"	100472	direct_eyewitness	"That was an earthquake in Berkeley, right?"		
1846692414	FALSE	finalized	5	08/03/2018 14:46	1	Mon May 14 07:27:04 +0000 2018	",995928467404443648,"	5989	direct_eyewitness	Ummm there  s either an obese ghost walking in my house or there was just an earthquake.  I  d appreciate if the ghos  https://t.co/Dk515bO3pL		
1846692429	FALSE	finalized	9	08/03/2018 15:21	1	Mon May 14 07:28:49 +0000 2018	",995928908297056256,"	6097	direct_eyewitness	Thank u earthquake for waking me up at 2:28am		
1846693167	FALSE	finalized	3	08/03/2018 20:59	1	Tue May 15 02:19:32 +0000 2018	",996213461272088577,"	100335	direct_eyewitness	Ok who felt that earthquake in SF just now??? 		
1846692985	FALSE	finalized	3	08/03/2018 20:50	1	Tue May 15 02:19:20 +0000 2018	",996213409606598658,"	99914	direct_eyewitness	UH was there just an earthquake ....		
1846692879	FALSE	finalized	3	08/03/2018 21:14	1	Tue May 15 02:19:11 +0000 2018	",996213374965837824,"	99621	direct_eyewitness	Did you feel it? #earthquake		
